fecha,isla,adr_eur,revpar_eur,grado_ocupacion
2023-05-01,Tenerife,102.22,77.17,0.7549403247896693
2023-06-01,Tenerife,103.79,81.98,0.7898641487619231
2023-07-01,Tenerife,123.12,99.82,0.8107537361923326
2023-08-01,Tenerife,129.24,108.93,0.8428505106778087
2023-09-01,Tenerife,112.32,94.68,0.8429487179487181
2023-10-01,Tenerife,124.57,105.42,0.8462711728345509
2023-11-01,Tenerife,137.06,121.65,0.8875674886910843
2023-12-01,Tenerife,146.81,122.66,0.8355016688236496
2024-01-01,Tenerife,142.1,125.07,0.8801548205489093
2024-02-01,Tenerife,146.64,134.78,0.9191216584833607
2024-03-01,Tenerife,148.88,132.52,0.8901128425577648
2024-04-01,Tenerife,129.35,104.71,0.8095090838809431
2024-05-01,Tenerife,110.27,85.04,0.7711979686224723
2024-06-01,Tenerife,109.35,86.98,0.7954275262917239
2024-07-01,Tenerife,131.67,106.64,0.8099035467456521
2024-08-01,Tenerife,139.91,117.9,0.8426845829461798
2024-09-01,Tenerife,124.74,105.59,0.8464806798140132
2024-10-01,Tenerife,134.32,114.72,0.8540798094103633
2024-11-01,Tenerife,146.64,129.45,0.8827741407528642
2024-12-01,Tenerife,159.29,132.19,0.8298700483395066
2025-01-01,Tenerife,151.32,132.2,0.8736452550885541
2025-02-01,Tenerife,151.22,135.66,0.8971035577304589
2025-03-01,Tenerife,151.1,130.22,0.8618133686300463
2025-04-01,Tenerife,149.05,114.64,0.7691378731969137
2025-05-01,Tenerife,115.62,88.82,0.7682061927002248
2025-06-01,Tenerife,118.06,95.51,0.8089954260545485
2025-07-01,Tenerife,137.68,112.96,0.820453224869262
2025-08-01,Tenerife,146.91,123.32,0.8394254986045878
2025-09-01,Tenerife,128.68,107.6,0.8361827789866334
2025-10-01,Tenerife,141.37,119.67,0.8465020867227842
2025-11-01,Tenerife,151.11,132.33,0.8757196744093707
2025-12-01,Tenerife,171.63,138.32,0.8059197110062343
2026-01-01,Tenerife,169.45,142.77,0.8425494246090294
